"Name","NumOfPublications"
Int. J. Internet Enterp. Manag.,186
Int. J. Internet Protoc. Technol.,381
Int. J. Interoperability Bus. Inf. Syst.,61
Int. J. Knowl. Based Intell. Eng. Syst.,554
Int. J. Knowl. Based Organ.,218
Int. J. Knowl. Discov. Bioinform.,98
Int. J. Knowl. Eng. Data Min.,121
Int. J. Knowl. Eng. Soft Data Paradigms,132
Int. J. Knowl. Learn.,392
Int. J. Knowl. Manag.,392
Int. J. Knowl. Soc. Res.,200
Int. J. Knowl. Syst. Sci.,253
Int. J. Knowl. Web Intell.,96
Int. J. Law Inf. Technol.,550
Int. J. Learn. Anal. Artif. Intell. Educ.,22
Int. J. Learn. Technol.,343
Int. J. Mach. Learn. Cybern.,2062
Int. J. Man Mach. Stud.,1058
Int. J. Manuf. Mater. Mech. Eng.,145
Int. J. Manuf. Res.,427
Int. J. Manuf. Technol. Manag.,955
Int. J. Math. Math. Sci.,2127
Int. J. Math. Model. Numer. Optimisation,264
Int. J. Math. Oper. Res.,755
Int. J. Meas. Technol. Instrum. Eng.,93
Int. J. Mechatronics Autom.,205
Int. J. Medical Eng. Informatics,527
Int. J. Medical Informatics,3558
Int. J. Metadata Semant. Ontologies,379
Int. J. Metaheuristics,111
Int. J. Mob. Blended Learn.,298
Int. J. Mob. Commun.,755
Int. J. Mob. Comput. Multim. Commun.,246
Int. J. Mob. Hum. Comput. Interact.,207
Int. J. Mob. Learn. Organisation,379
Int. J. Model. Identif. Control.,1612
Int. J. Model. Simul. Sci. Comput.,796
Int. J. Monit. Surveillance Technol. Res.,85
Int. J. Multim. Data Eng. Manag.,185
Int. J. Multim. Inf. Retr.,328
Int. J. Multim. Intell. Secur.,71
Int. J. Nanotechnol. Mol. Comput.,52
Int. J. Nat. Comput. Res.,161
Int. J. Netw. Comput.,298
Int. J. Netw. Manag.,1107
Int. J. Netw. Secur.,1276
Int. J. Netw. Virtual Organisations,687
Int. J. Networked Distributed Comput.,223
Int. J. Neural Syst.,1631
Int. J. Next Gener. Comput.,198
Int. J. Online Biomed. Eng.,639
Int. J. Online Eng.,1140
Int. J. Online Mark.,217
Int. J. Online Pedagog. Course Des.,298
Int. J. Open Source Softw. Process.,176
Int. J. Oper. Res. Inf. Syst.,247
Int. J. Organ. Collect. Intell.,214
Int. J. Parallel Emergent Distributed Syst.,677
Int. J. Parallel Program.,1477
Int. J. Pattern Recognit. Artif. Intell.,3384
Int. J. People Oriented Program.,36
Int. J. Perform. Eng.,505
Int. J. Pervasive Comput. Commun.,493
Int. J. Prod. Res.,3151
Int. J. Qual. Assur. Eng. Technol. Educ.,94
Int. J. RF Technol. Res. Appl.,145
Int. J. Radio Freq. Identif. Technol. Appl.,79
Int. J. Reason. based Intell. Syst.,450
Int. J. Recent Contributions Eng. Sci. IT,275
Int. J. Reconfigurable Comput.,268
Int. J. Robotics Appl. Technol.,46
Int. J. Robotics Autom.,917
Int. J. Robotics Res.,2508
Int. J. Rough Sets Data Anal.,119
Int. J. Satell. Commun. Netw.,894
Int. J. Secur. Networks,417
Int. J. Secur. Priv. Pervasive Comput.,47
Int. J. Secur. Softw. Eng.,114
Int. J. Semantic Comput.,473
Int. J. Semantic Web Inf. Syst.,422
Int. J. Sens. Networks,1016
Int. J. Serious Games,283
Int. J. Serv. Sci. Manag. Eng. Technol.,345
Int. J. Serv. Stand.,268
Int. J. Serv. Technol. Manag.,659
Int. J. Shape Model.,179
Int. J. Signs Semiot. Syst.,37
Int. J. Simul. Process. Model.,593
Int. J. Smart Educ. Urban Soc.,130
Int. J. Soc. Comput. Cyber Phys. Syst.,36
Int. J. Soc. Humanist. Comput.,75
Int. J. Soc. Media Interact. Learn. Environ.,142
Int. J. Soc. Netw. Min.,38
Int. J. Soc. Organ. Dyn. IT,71
Int. J. Soc. Robotics,1065
Int. J. Sociotechnology Knowl. Dev.,291
Int. J. Softw. Eng. Knowl. Eng.,1675
Int. J. Softw. Informatics,301
Int. J. Softw. Innov.,380
Int. J. Softw. Sci. Comput. Intell.,317
Int. J. Softw. Tools Technol. Transf.,980
Int. J. Space Based Situated Comput.,197
Int. J. Spatial Data Infrastructures Res.,156
Int. J. Speech Technol.,1237
Int. J. Strateg. Decis. Sci.,267
Int. J. Strateg. Inf. Technol. Appl.,181
Int. J. Swarm Intell. Res.,287
Int. J. Synth. Emot.,99
Int. J. Syst. Assur. Eng. Manag.,1756
Int. J. Syst. Dyn. Appl.,236
Int. J. Syst. Sci.,4858
Int. J. Syst. Serv. Oriented Eng.,167
Int. J. Syst. Softw. Secur. Prot.,38
Int. J. Syst. Syst. Eng.,332
Int. J. Technoethics,185
Int. J. Technol. Diffusion,232
Int. J. Technol. Educ. Mark.,83
Int. J. Technol. Hum. Interact.,446
Int. J. Technol. Manag.,1571
Int. J. Trust. Manag. Comput. Commun.,60
Int. J. Ultra Wideband Commun. Syst.,113
Int. J. Uncertain. Fuzziness Knowl. Based Syst.,1681
Int. J. Unconv. Comput.,413
Int. J. Virtual Communities Soc. Netw.,169
Int. J. Virtual Pers. Learn. Environ.,206
Int. J. Virtual Real.,372
Int. J. Wavelets Multiresolution Inf. Process.,1233
Int. J. Web Appl.,181
Int. J. Web Based Communities,519
Int. J. Web Based Learn. Teach. Technol.,385
Int. J. Web Eng. Technol.,322
Int. J. Web Grid Serv.,389
Int. J. Web Inf. Syst.,446
Int. J. Web Portals,174
Int. J. Web Sci.,45
Int. J. Web Serv. Res.,351
Int. J. Wirel. Inf. Networks,850
Int. J. Wirel. Mob. Comput.,1109
Int. J. Wirel. Networks Broadband Technol.,118
Int. J. Wirel. Opt. Commun.,68
Int. J. e Collab.,399
Int. Trans. Oper. Res.,1621
Integers,900
Integr.,1972
Integr. Comput. Aided Eng.,724
Inteligencia Artif.,617
Intell.,101
Intell. Autom. Soft Comput.,1025
Intell. Data Anal.,1545
Intell. Decis. Technol.,686
Intell. Inf. Manag.,132
Intell. Serv. Robotics,528
Intell. Syst. Account. Finance Manag.,409
Intell. Syst. Appl.,285
Intell. Tutoring Media,101
Intelligenza Artificiale,276
Interact. Comput.,1336
Interact. Learn. Environ.,1743
Interact. Technol. Smart Educ.,458
Interactions,3320
Interfaces,1137
Internet High. Educ.,794
Internet Math.,255
Internet Policy Rev.,230
Internet Res.,1347
Internet Technol. Lett.,400
Internet Things,951
Iran J. Comput. Sci.,157
IxD&A,494
J. ACM,3139
J. Adv. Comput. Intell. Intell. Informatics,2679
J. Adv. Eng. Comput.,151
J. Adv. Inf. Fusion,77
J. Aerosp. Comput. Inf. Commun.,301
J. Aerosp. Inf. Syst.,656
J. Algorithms,1235
J. Am. Medical Informatics Assoc.,4418
J. Am. Soc. Inf. Sci.,2522
J. Ambient Intell. Humaniz. Comput.,3892
J. Ambient Intell. Smart Environ.,640
J. Appl. Comput. Topol.,128
J. Appl. Log.,481
J. Appl. Math.,3479
J. Appl. Math. Comput.,862
J. Appl. Non Class. Logics,553
J. Appl. Probab.,1035
J. Approx. Theory,2033
J. Artif. Gen. Intell.,59
J. Artif. Intell. Conscious.,74
J. Artif. Intell. Res.,1591
J. Artif. Intell. Soft Comput. Res.,230
J. Artif. Soc. Soc. Simul.,1411
J. Assoc. Inf. Sci. Technol.,4277
J. Assoc. Inf. Syst.,860
J. Autom. Lang. Comb.,563
J. Autom. Mob. Robotics Intell. Syst.,263
J. Autom. Reason.,1273
J. Bank. Financial Technol.,46
J. Big Data,929
J. Bioinform. Comput. Biol.,1197
J. Biomed. Informatics,3163
J. Biomed. Informatics X,17
J. Biomed. Semant.,530
J. Braz. Comput. Soc.,494
J. Cases Inf. Technol.,418
J. Cell. Autom.,411
J. Chem. Inf. Comput. Sci.,3085
J. Chem. Inf. Model.,7278
J. Cheminformatics,1451
J. Chin. Lang. Comput.,115
J. Circuits Syst. Comput.,3985
J. Classif.,563
J. Clin. Bioinform.,126
J. Cloud Comput.,699
J. Cogn. Neurosci.,3394
J. Comb. Optim.,2456
J. Comb. Theory A,4842
J. Comb. Theory B,3053
"J. Comb. Theory, Ser. B",34
J. Commun.,1720
J. Commun. Inf. Networks,312
J. Commun. Networks,1404
J. Community Informatics,560
J. Complex Networks,508
J. Complex.,1465
J. Comput.,2633
J. Comput. Aided Mol. Des.,2430
J. Comput. Appl. Math.,7627
J. Comput. Assist. Learn.,1616
J. Comput. Biol.,2468
J. Comput. Chem.,6785
J. Comput. Civ. Eng.,1110
J. Comput. Des. Eng.,698
J. Comput. Eng.,55
J. Comput. Geom.,232
J. Comput. Graph. Stat.,266
J. Comput. High. Educ.,630
J. Comput. Inf. Sci. Eng.,1265
J. Comput. Inf. Syst.,1201
J. Comput. Inf. Technol.,556
J. Comput. Lang.,192
J. Comput. Mediat. Commun.,973
J. Comput. Methods Sci. Eng.,1727
J. Comput. Networks Commun.,405
J. Comput. Neurosci.,1239
J. Comput. Phys.,11201
J. Comput. Phys. X,78
J. Comput. Sci.,2624
J. Comput. Sci. Eng.,335
J. Comput. Sci. Technol.,2843
J. Comput. Secur.,684
J. Comput. Soc. Sci.,220
J. Comput. Syst. Sci.,3239
J. Comput. Virol.,167
J. Comput. Virol. Hacking Tech.,321
J. Control. Decis.,278
J. Control. Sci. Eng.,302
J. Convergence Inf. Technol.,392
J. Cryptogr. Eng.,326
J. Cryptol.,796
J. Cyber Secur. Mobil.,249
J. Cybersecur.,165
J. Cybersecur. Priv.,134
J. Data Inf. Sci.,222
J. Data Intell.,56
J. Data Min. Digit. Humanit.,83
J. Data Sci. Stat. Vis.,20
J. Data Semant.,250
J. Database Manag.,454
J. Decis. Syst.,646
J. Digit. Content Technol. its Appl.,299
J. Digit. Forensic Pract.,85
J. Digit. Forensics Secur. Law,301
J. Digit. Imaging,2360
J. Digit. Inf.,278
J. Digit. Inf. Manag.,607
J. Discrete Algorithms,711
J. Documentation,2117
J. Econ. Theory,2808
J. Edge Comput.,20
J. Educ. Technol. Soc.,1955
J. Electr. Comput. Eng.,1242
J. Electron. Commer. Organ.,404
J. Electron. Commer. Res.,69
J. Electron. Publ.,47
J. Electron. Test.,1931
J. Electronic Imaging,3653
J. Embed. Comput.,108
J. Enterp. Inf. Manag.,984
J. Exp. Theor. Artif. Intell.,1139
J. Field Robotics,2137
J. Formaliz. Reason.,64
J. Frankl. Inst.,6229
J. Funct. Log. Program.,72
J. Funct. Program.,867
J. Game Dev.,28
J. Geogr. Inf. Syst.,78
J. Geogr. Syst.,575
J. Glob. Inf. Manag.,836
J. Glob. Optim.,3291
J. Graph Algorithms Appl.,656
J. Graph Theory,3511
J. Graph. Tools,117
"J. Graphics, GPU, & Game Tools",198
J. Grid Comput.,815
J. Hardw. Syst. Secur.,141
J. Heal. Informatics Res.,161
J. Heuristics,790
J. High Speed Networks,622
J. Hum. Robot Interact.,100
J. ICT Dev. Appl. Res.,12
J. ICT Stand.,186
J. Imaging,1509
J. Ind. Inf. Integr.,389
J. Inf. Commun. Ethics Soc.,524
J. Inf. Data Manag.,409
J. Inf. Hiding Multim. Signal Process.,850
J. Inf. Knowl. Manag.,949
J. Inf. Law Technol.,637
J. Inf. Process.,1311
J. Inf. Process. Cybern.,1130
J. Inf. Process. Syst.,1122
J. Inf. Sci.,2055
J. Inf. Sci. Eng.,2517
J. Inf. Secur. Appl.,1328
J. Inf. Syst.,600
J. Inf. Syst. Educ.,862
J. Inf. Technol.,1063
J. Inf. Technol. Constr.,784
J. Inf. Technol. Educ.,212
J. Inf. Technol. Educ. Discuss. Cases,57
J. Inf. Technol. Educ. Innov. Pract.,198
J. Inf. Technol. Educ. Res.,318
J. Inf. Technol. Manag.,25
J. Inf. Technol. Res.,420
J. Inf. Technol. Theory Appl.,47
J. Inf. Technol. Tour.,530
J. Inf. Telecommun.,206
J. Inform. and Commun. Convergence Engineering,1023
J. Information Security,70
J. Informetrics,1356
J. Innov. Digit. Ecosyst.,31
J. Instr. Level Parallelism,105
J. Int. Comput. Games Assoc.,1691
J. Integer Seq.,476
J. Integr. Bioinform.,511
J. Integr. Des. Process. Sci.,251
J. Intell. Fuzzy Syst.,11571
J. Intell. Inf. Syst.,1163
J. Intell. Learn. Syst. Appl.,47
J. Intell. Manuf.,2869
J. Intell. Robotic Syst.,3817
J. Intell. Syst.,671
J. Intell. Transp. Syst.,787
J. Interact. Syst.,114
J. Interconnect. Networks,631
J. Internet Serv. Appl.,259
J. Internet Serv. Inf. Secur.,289
J. King Saud Univ. Comput. Inf. Sci.,1916
J. Knowl. Manag.,1869
J. Lang. Model.,109
J. Lang. Technol. Comput. Linguistics,110
J. Learn. Anal.,325
J. Libr. Inf. Sci.,1165
J. Locat. Based Serv.,254
J. Log. Algebraic Methods Program.,927
J. Log. Anal.,136
J. Log. Comput.,1767
J. Log. Lang. Inf.,719
J. Log. Program.,502
J. Lond. Math. Soc.,754
J. Low Power Electron.,770
J. Mach. Learn. Res.,3194
J. Manag. Inf. Syst.,1623
J. Math. Cryptol.,296
J. Math. Imaging Vis.,1663
J. Math. Log.,267
J. Math. Model. Algorithms,277
J. Math. Model. Algorithms Oper. Res.,82
J. Media Psychol. Theor. Methods Appl.,367
J. Medical Imaging Health Informatics,1203
J. Medical Robotics Res.,123
J. Medical Syst.,3030
J. Membr. Comput.,142
J. Mobile Multimedia,547
J. Multim.,649
J. Multim. Inf. Syst.,359
J. Multim. Process. Technol.,134
J. Multimodal User Interfaces,432
J. Multiple Valued Log. Soft Comput.,951
J. Multivar. Anal.,2250
J. Netw. Comput. Appl.,3127
J. Netw. Intell.,67
J. Netw. Syst. Manag.,1182
J. Networks,1856
J. Next Gener. Inf. Technol.,106
J. Nonlinear Sci.,1183
J. Num. Math.,363
J. Numer. Cogn.,203
J. Object Oriented Program.,475
J. Object Technol.,981
J. Open Source Softw.,2399
J. Oper. Res. Soc.,4523
J. Opt. Commun. Netw.,150
J. Optim. Theory Appl.,2656
J. Organ. Comput. Electron. Commer.,478
J. Organ. End User Comput.,528
J. Parallel Distributed Comput.,4562
J. Percept. Imaging,32
J. Philos. Log.,1550
J. Phonetics,978
J. Priv. Confidentiality,181
J. Probl. Solving,100
J. Program. Lang.,31
J. Quant. Linguistics,595
J. Rail Transp. Plan. Manag.,276
J. Real Time Image Process.,1456
J. Reliab. Intell. Environ.,216
J. Res. Pract. Inf. Technol.,315
J. Robotics,532
J. Robotics Mechatronics,3576
J. Robotics Netw. Artif. Life,492
J. Satisf. Boolean Model. Comput.,129
J. Sched.,915
J. Sci. Comput.,3840
J. Sci. Res.,284
J. Semant.,544
J. Sens. Actuator Networks,565
J. Sensors,2982
J. Serv. Sci. Res.,99
J. Signal Inf. Process.,42
J. Signal Process. Syst.,1790
J. Simulation,498
J. Smart Cities Soc.,40
J. Soc. Comput.,67
J. Soc. Struct.,90
J. Softw.,2464
J. Softw. Eng. Appl.,270
J. Softw. Eng. Res. Dev.,127
J. Softw. Evol. Process.,884
J. Softw. Maintenance Res. Pract.,477
J. Spatial Inf. Sci.,139
J. Stat. Softw.,184
J. Stat. Theory Appl.,225
J. Strateg. Inf. Syst.,776
J. Supercomput.,6534
J. Symb. Comput.,2878
J. Symb. Log.,4967
J. Syst. Archit.,2414
J. Syst. Control. Eng.,1256
J. Syst. Inf. Technol.,332
J. Syst. Integr.,168
J. Syst. Res.,10
J. Syst. Sci. Complex.,1755
J. Syst. Softw.,5588
J. Telecommun. High Technol. Law,219
J. Theor. Appl. Electron. Commer. Res.,782
J. Ubiquitous Syst. Pervasive Networks,144
J. Uncertain Syst.,95
J. Univers. Comput. Sci.,3002
J. VLSI Signal Process.,1020
J. Virtual Real. Broadcast.,110
J. Vis.,1461
J. Vis. Commun. Image Represent.,3497
J. Vis. Lang. Comput.,977
J. Vis. Lang. Sentient Syst.,37
J. WSCG,304
J. Web Eng.,666
J. Web Sci.,15
J. Web Semant.,596
J. Wirel. Mob. Networks Ubiquitous Comput. Dependable Appl.,304
J. Zhejiang Univ. Sci. C,496
JOCN,1864
JSIAM Lett.,349
KSII Trans. Internet Inf. Syst.,3316
Knowl. Based Syst.,8433
Knowl. Eng. Data Sci.,83
Knowl. Eng. Rev.,1067
Knowl. Inf. Syst.,2282
Kognitionswissenschaft,95
Kybern.,112
Kybernetes,2380
Kybernetika,2869
Künstliche Intell.,2309
LDV Forum,229
LILOG-Memo,12
LILOG-Report,53
LISP Symb. Comput.,119
LMS J. Comput. Math.,393
LNCS Trans. Aspect Oriented Softw. Dev.,87
LOG IN,1036
LOPLAS,42
Lang. Linguistics Compass,718
Lang. Resour. Evaluation,689
Learn. Publ.,1417
Ledger,55
Leibniz Trans. Embed. Syst.,48
Libr. Hi Tech,1094
Libr. Trends,1354
Linguamática,197
Lit. Linguistic Comput.,625
Log. Anal.,9
Log. J. IGPL,1391
Log. Methods Comput. Sci.,1409
Logica Universalis,370
Logist. Res.,220
MIS Q.,1569
MIS Q. Executive,559
MMI Interakt.,84
Mach. Intell. Res.,81
Mach. Learn.,2339
Mach. Learn. Knowl. Extr.,323
Mach. Learn. Sci. Technol.,589
Mach. Transl.,595
Mach. Vis. Appl.,1996
Manag. Sci.,4991
Manuf. Serv. Oper. Manag.,1301
Maple Trans.,68
Mark. Sci.,1049
Markup Lang.,61
Math. Comput.,3205
Math. Comput. For. Nat. Resour. Sci.,104
Math. Comput. Model.,3045
Math. Comput. Sci.,642
Math. Comput. Simul.,4360
Math. Control. Signals Syst.,678
Math. Found. Comput.,186
Math. Log. Q.,2619
Math. Methods Oper. Res.,1601
Math. Model. Anal.,320
Math. Morphol. Theory Appl.,35
Math. Oper. Res.,2617
Math. Program.,4631
Math. Program. Comput.,247
Math. Soc. Sci.,1452
Math. Struct. Comput. Sci.,1225
Math. Syst. Theory,753
Mech. Transl. Comput. Linguistics,153
Mechatron. Syst. Control.,176
Medical Biol. Eng. Comput.,3125
Medical Image Anal.,2852
Memetic Comput.,401
Microelectron. J.,4547
Microelectron. Reliab.,6351
Micromachines,535
Microprocess.,134
Microprocess. Microprogramming,953
Microprocess. Microsystems,4546
Microprocessing and Microprogramming,478
Minds Mach.,1152
Mob. Inf. Syst.,1706
Mob. Networks Appl.,2515
Model. Assist. Stat. Appl.,444
Monde des Util. Anal. Données,277
Monte Carlo Methods Appl.,650
Multiagent Grid Syst.,388
Multidimens. Syst. Signal Process.,1282
Multim. Syst.,1723
Multim. Tools Appl.,17845
Multimodal Technol. Interact.,618
Multiscale Model. Simul.,1222
NII Shonan Meet. Rep.,152
Nano Commun. Networks,335
Nat.,912
Nat. Comput.,1016
Nat. Comput. Sci.,636
Nat. Lang. Eng.,847
Nat. Lang. Process. J.,75
Nat. Mac. Intell.,243
Nat. Mach. Intell.,520
Netw. Commun. Technol.,72
Netw. Inf. Syst. J.,48
Netw. Model. Anal. Health Informatics Bioinform.,450
Netw. Protoc. Algorithms,223
Netw. Sci.,297
Netw. Secur.,719
Network,90
Networks,2502
Networks Heterog. Media,661
Neural Comput.,3397
Neural Comput. Appl.,9856
Neural Networks,6138
Neural Parallel Sci. Comput.,506
Neural Process. Lett.,3089
NeuroImage,18668
Neurocomputing,19584
Neuroinformatics,780
Neuromorph. Comput. Eng.,165
New Gener. Comput.,952
New Math. Nat. Comput.,302
New Media Soc.,2861
New Rev. Hypermedia Multim.,374
Nord. J. Comput.,324
Notre Dame J. Formal Log.,2648
Nucleic Acids Res.,7985
Numer. Algorithms,3631
Numer. Linear Algebra Appl.,1499
Numerische Mathematik,2131
OCLC Syst. Serv.,458
OOPS Messenger,81
OR Insight,130
OR Spectr.,925
Obj. Logiciel Base données Réseaux,223
Object Oriented Syst.,15
Online Inf. Rev.,1496
Online Soc. Networks Media,159
Open Comput. Sci.,227
Open J. Big Data,19
Open J. Cloud Comput.,20
Open J. Databases,20
Open J. Inf. Syst.,22
Open J. Internet Things,73
Open J. Math. Optim.,26
Open J. Semantic Web,21
Open J. Web Technol.,22
Open Syst. Inf. Dyn.,619
Oper. Res.,7051
Oper. Res. Decis.,132
Oper. Res. Forum,326
Oper. Res. Lett.,3368
Opt. Switch. Netw.,643
Optim. Lett.,2038
Optim. Methods Softw.,1320
Order,785
Organ. Sci.,1187
PLoS Comput. Biol.,10303
POLIBITS,43
Pac. Asia J. Assoc. Inf. Syst.,280
Paladyn J. Behav. Robotics,283
Parallel Algorithms Appl.,386
Parallel Comput.,2984
Parallel Process. Lett.,1111
Pattern Anal. Appl.,1480
Pattern Recognit.,11245
Pattern Recognit. Lett.,8438
Patterns,655
Peer Peer Netw. Appl.,331
Peer-to-Peer Netw. Appl.,1355
PeerJ Comput. Sci.,1924
PeerJ Prepr.,604
Perform. Evaluation,1995
Period. Math. Hung.,1031
Period. Polytech. Electr. Eng. Comput. Sci.,262
Pers. Ubiquitous Comput.,2025
Pervasive Mob. Comput.,1324
Phonetica,405
Photonic Netw. Commun.,1299
Phys. Commun.,1688
Poiesis Prax.,198
Polibits,386
Prague Bull. Math. Linguistics,378
Prax. Inf.verarb. Kommun.,1412
Presence Teleoperators Virtual Environ.,1117
Probl. Inf. Transm.,708
Proc. ACM Comput. Graph. Interact. Tech.,218
Proc. ACM Hum. Comput. Interact.,2378
Proc. ACM Interact. Mob. Wearable Ubiquitous Technol.,1404
Proc. ACM Manag. Data,343
Proc. ACM Meas. Anal. Comput. Syst.,371
Proc. ACM Program. Lang.,1450
Proc. IEEE,5853
Proc. Meet. Acoust.,215
Proc. Natl. Acad. Sci. USA,289
Proc. Priv. Enhancing Technol.,731
Proc. VLDB Endow.,4009
Proces. del Leng. Natural,1273
Prod. Eng.,861
Prog. Artif. Intell.,303
Program,766
Program. Comput. Softw.,1196
PsychNology J.,216
Publ.,438
Public Libr. Q.,720
Public Transp.,332
Qual. Reliab. Eng. Int.,2557
Qual. User Exp.,66
Quant. Biol.,342
Quant. Sci. Stud.,291
Quantum,1070
Quantum Eng.,96
Quantum Inf. Comput.,1184
Quantum Inf. Process.,4455
Quantum Mach. Intell.,164
Queueing Syst. Theory Appl.,1923
R J.,713
RAIRO Oper. Res.,1596
RAIRO Theor. Informatics Appl.,1200
RFC,9392
RITA,489
ROIA,53
Random Struct. Algorithms,1705
ReCALL,160
Real Time Imaging,411
Real Time Syst.,816
Reliab. Comput.,571
Reliab. Eng. Syst. Saf.,6734
Remote. Sens.,33122
Reports Math. Log.,257
Requir. Eng.,616
Res. Comput. Sci.,1641
Res. Pract. Technol. Enhanc. Learn.,354
"Research Report / RJ / IBM / San Jose, California",16
Rev. Avances en Sistemas Informática,373
Rev. Colomb. de Computación,307
Rev. Iberoam. de Tecnol. del Aprendiz.,625
Rev. Int. Géomatique,474
Rev. Socionetwork Strateg.,220
Rev. Symb. Log.,576
Rev. d'Intelligence Artif.,783
Revista Brasileira de Informática na Educ.,508
Risk Decis. Anal.,154
Roars Trans.,14
Robotersysteme,227
Robotica,4120
Robotics,1046
Robotics Auton. Syst.,3874
Robotics Comput. Integr. Manuf.,798
Russ. Digit. Libr. J.,241
SIAM J. Appl. Algebra Geom.,209
SIAM J. Appl. Dyn. Syst.,1356
SIAM J. Appl. Math.,3157
SIAM J. Comput.,3701
SIAM J. Control. Optim.,3306
SIAM J. Discret. Math.,3189
SIAM J. Financial Math.,563
SIAM J. Imaging Sci.,1115
SIAM J. Math. Anal.,3274
SIAM J. Math. Data Sci.,242
SIAM J. Matrix Anal. Appl.,2518
SIAM J. Numer. Anal.,3199
SIAM J. Optim.,2719
SIAM J. Sci. Comput.,5465
SIAM Journal of Applied Mathematics,2
SIAM Rev.,2496
SIAM/ASA J. Uncertain. Quantification,551
